country_iso3,date,event_cnt,tone_mean,polarity_mean,hub_events,tone_norm,polarity_norm,event_cnt_norm,hub_events_norm,simple_score,simple_score_norm,event_cnt_z
HKG,2016-05-04,40,,2328.6666666666665,40,0,0.052558720414089884,0.026476578411405296,0.026494565217391304,0.01588954440804038,0.026482574013400633,0.25460748678651446
HKG,2016-05-05,32,,3887.8571428571427,32,0,0.08775012736101527,0.021045485403937542,0.021059782608695652,0.012630150683314148,0.02105025113885691,0.14196093076842775
HKG,2016-05-06,7,,,7,0,0.0,0.004073319755600814,0.004076086956521739,0.0024445452935446736,0.004074242155907789,-0.21005955678809315
HKG,2016-05-07,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HKG,2016-05-08,6,,,6,0,0.0,0.0033944331296673455,0.0033967391304347825,0.002037121077953895,0.0033952017965898245,-0.224140376290354
HKG,2016-05-09,62,,669.0,62,0,0.015099535051686002,0.041412084181941616,0.041440217391304345,0.024852877151037518,0.04142146191839586,0.5643855158362528
HKG,2016-05-10,72,,1282.5,72,0,0.028946418092357696,0.048200950441276307,0.04823369565217391,0.028927119306945307,0.048211865511575504,0.7051937108588613
HKG,2016-05-11,35,,3113.3333333333335,35,0,0.07026888758482674,0.02308214528173795,0.02309782608695652,0.013852423330086485,0.023087372216810804,0.18420338927521027
HKG,2016-05-12,16,,1521.0,16,0,0.03432943619374351,0.010183299389002037,0.010190217391304348,0.006111363233861685,0.010185605389769474,-0.08333218126774562
HKG,2016-05-13,13,,6473.0,13,0,0.1460975940053266,0.008146639511201629,0.008152173913043478,0.004889090587089347,0.008148484311815578,-0.12557463977452812
HKG,2016-05-14,9,,,9,0,0.0,0.005431093007467753,0.005434782608695652,0.0032593937247262315,0.0054323228745437185,-0.18189791778357148
HKG,2016-05-15,31,,1281.0,31,0,0.02891256263260055,0.020366598778004074,0.020380434782608696,0.01222272646772337,0.020371210779538948,0.1278801112661669
HKG,2016-05-16,14,,469.3333333333333,14,0,0.010592997186235123,0.008825526137135099,0.008831521739130434,0.005296514802680127,0.008827524671133543,-0.1114938202722673
HKG,2016-05-17,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HKG,2016-05-18,9,,,9,0,0.0,0.005431093007467753,0.005434782608695652,0.0032593937247262315,0.0054323228745437185,-0.18189791778357148
HKG,2016-05-19,5,,,5,0,0.0,0.0027155465037338763,0.002717391304347826,0.0016296968623631157,0.0027161614372718593,-0.23822119579261483
HKG,2016-05-20,6,,,6,0,0.0,0.0033944331296673455,0.0033967391304347825,0.002037121077953895,0.0033952017965898245,-0.224140376290354
HKG,2016-05-21,6,,,6,0,0.0,0.0033944331296673455,0.0033967391304347825,0.002037121077953895,0.0033952017965898245,-0.224140376290354
HKG,2016-05-22,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HKG,2016-05-23,11,,,11,0,0.0,0.006788866259334691,0.006793478260869565,0.00407424215590779,0.006790403593179649,-0.1537362787790498
HKG,2016-05-24,30,,615.6666666666666,30,0,0.01389578537143201,0.019687712152070606,0.01970108695652174,0.011815302252132592,0.019692170420220985,0.11379929176390609
HKG,2016-05-25,4,,441.0,4,0,0.009953505168600189,0.002036659877800407,0.0020380434782608695,0.0012222726467723368,0.0020371210779538945,-0.25230201529487567
HKG,2016-05-26,100,,8719.375,100,0,0.19679896627996207,0.06720977596741344,0.06725543478260869,0.04033499734348711,0.0672249955724785,1.0994566569221647
HKG,2016-05-27,30,,7972.333333333333,30,0,0.1799380068914669,0.019687712152070606,0.01970108695652174,0.011815302252132592,0.019692170420220985,0.11379929176390609
HKG,2016-05-28,4,,,4,0,0.0,0.002036659877800407,0.0020380434782608695,0.0012222726467723368,0.0020371210779538945,-0.25230201529487567
HKG,2016-05-29,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HKG,2016-05-30,39,,1282.0,39,0,0.028935132939105313,0.025797691785471828,0.025815217391304348,0.015482120192449603,0.02580353365408267,0.24052666728425362
HKG,2016-05-31,15,,6392.0,15,0,0.14426939917844084,0.009504412763068567,0.009510869565217392,0.0057039390182709055,0.009506565030451507,-0.09741300077000646
HKG,2016-06-01,8,,3357.5,8,0,0.07577980408973954,0.0047522063815342835,0.004755434782608696,0.0028519695091354528,0.004753282515225754,-0.19597873728583232
HKG,2016-06-02,12,,,12,0,0.0,0.00746775288526816,0.007472826086956522,0.0044816663714985685,0.007469443952497613,-0.13965545927678896
HKG,2016-06-03,8,,,8,0,0.0,0.0047522063815342835,0.004755434782608696,0.0028519695091354528,0.004753282515225754,-0.19597873728583232
HKG,2016-06-04,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HKG,2016-06-05,11,,,11,0,0.0,0.006788866259334691,0.006793478260869565,0.00407424215590779,0.006790403593179649,-0.1537362787790498
HKG,2023-01-02,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HKG,2023-01-03,4,,,4,0,0.0,0.002036659877800407,0.0020380434782608695,0.0012222726467723368,0.0020371210779538945,-0.25230201529487567
HKG,2023-01-04,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HKG,2023-01-05,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-01-05,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HRV,2016-01-07,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-01-13,1,,608.0,1,0,0.0137227463548955,0.0,0.0,0.0,0.0,-0.29454447380165816
